,avg_exo_card,tw,exo_dag,avg_indegree,dag,num_exo_vars,exo_cc,endo_dag,exo_tw,endo_tw,endo_cc,avg_endo_indegree,datasize_obs,max_exo_card,markovianity,ratio,num_vars,num_endo_vars,max_indegree
0,5.25,3.0,([0  1  2  3  4  5  6  7  8]  [(7 0)  (3 1)  (8 2)  (6 4)  (3 5)]),1.1111111111111112,([0  1  2  3  4  5  6  7  8]  [(5 0)  (7 0)  (0 1)  (3 1)  (1 2)  (8 2)  (1 4)  (2 4)  (6 4)  (3 5)]),4,[7][3][8][6],([0  1  2  4  5]  [(5 0)  (0 1)  (1 2)  (1 4)  (2 4)]),1,2.0,[0][1 5][2][4],1.0,1000,8,1,0.9929321963234208,9,5,4
0,4.666666666666667,2.0,([0  1  2  3  4  5  6]  [(3 0)  (3 1)  (5 2)  (6 4)]),1.0,([0  1  2  3  4  5  6]  [(2 0)  (3 0)  (3 1)  (1 2)  (5 2)  (0 4)  (6 4)]),3,[3][5][6],([0  1  2  4]  [(2 0)  (1 2)  (0 4)]),1,1.0,[0 1][2][4],0.75,1500,8,1,0.982849442027477,7,4,3
0,12.0,3.0,([0  1  2  3  4  5  6  7  8]  [(2 0)  (2 1)  (6 3)  (7 4)  (8 5)]),1.2222222222222223,([0  1  2  3  4  5  6  7  8]  [(2 0)  (2 1)  (3 1)  (4 1)  (4 3)  (6 3)  (0 4)  (7 4)  (0 5)  (1 5)  (8 5)]),4,[2][6][7][8],([0  1  3  4  5]  [(3 1)  (4 1)  (4 3)  (0 4)  (0 5)  (1 5)]),1,2.0,[0 1][3][4][5],1.2,3000,32,1,0.9863494692365924,9,5,4
0,4.8,,([0  1  2  3  4  5  6  7  8  9  10]  [(7 1)  (0 2)  (8 3)  (0 4)  (9 5)  (10 6)]),1.0909090909090908,([0  1  2  3  4  5  6  7  8  9  10]  [(3 1)  (7 1)  (0 2)  (1 2)  (4 3)  (8 3)  (0 4)  (2 5)  (9 5)  (2 6)  (3 6)  (10 6)]),5,[0][7][8][9][10],([1  2  3  4  5  6]  [(3 1)  (1 2)  (4 3)  (2 5)  (2 6)  (3 6)]),1,2.0,[2 4][1][3][5][6],1.0,1000,8,1,0.995337156238618,11,6,4
0,8.0,3.0,([0  1  2  3  4  5  6  7  8]  [(5 0)  (6 1)  (7 2)  (5 3)  (8 4)]),1.2222222222222223,([0  1  2  3  4  5  6  7  8]  [(5 0)  (0 1)  (6 1)  (0 2)  (1 2)  (7 2)  (0 3)  (4 3)  (5 3)  (0 4)  (8 4)]),4,[5][6][7][8],([0  1  2  3  4]  [(0 1)  (0 2)  (1 2)  (0 3)  (4 3)  (0 4)]),1,2.0,[0 3][1][2][4],1.2,4000,16,1,0.989970170433328,9,5,5
0,6.75,3.0,([0  1  2  3  4  5  6  7  8]  [(8 0)  (7 2)  (6 3)  (7 4)  (1 5)]),1.0,([0  1  2  3  4  5  6  7  8]  [(3 0)  (4 0)  (8 0)  (7 2)  (6 3)  (5 4)  (7 4)  (1 5)  (3 5)]),4,[8][1][7][6],([0  2  3  4  5]  [(3 0)  (4 0)  (5 4)  (3 5)]),1,2.0,[0][5][2 4][3],0.8,3000,16,1,0.9943383749758714,9,5,3
0,9.6,,([0  1  2  3  4  5  6  7  8  9  10]  [(6 0)  (6 1)  (7 2)  (8 3)  (9 4)  (10 5)]),1.181818181818182,([0  1  2  3  4  5  6  7  8  9  10]  [(6 0)  (2 1)  (6 1)  (0 2)  (7 2)  (1 3)  (2 3)  (8 3)  (0 4)  (3 4)  (9 4)  (3 5)  (10 5)]),5,[6][7][8][9][10],([0  1  2  3  4  5]  [(2 1)  (0 2)  (1 3)  (2 3)  (0 4)  (3 4)  (3 5)]),1,2.0,[0 1][2][3][4][5],1.1666666666666667,1000,16,1,0.9803026804249078,11,6,5
0,5.0,3.0,([0  1  2  3  4  5]  [(1 2)  (0 3)  (1 4)  (0 5)]),1.0,([0  1  2  3  4  5]  [(1 2)  (4 2)  (5 2)  (0 3)  (1 4)  (0 5)]),2,[0][1],([2  3  4  5]  [(4 2)  (5 2)]),1,2.0,[3 5][2 4],0.5,2500,6,1,0.9878052044189404,6,4,3
0,3.5,3.0,([0  1  2  3  4  5  6  7  8]  [(6 1)  (0 2)  (7 3)  (0 4)  (8 5)]),1.1111111111111112,([0  1  2  3  4  5  6  7  8]  [(4 1)  (6 1)  (0 2)  (2 3)  (4 3)  (7 3)  (0 4)  (2 4)  (3 5)  (8 5)]),4,[0][6][7][8],([1  2  3  4  5]  [(4 1)  (2 3)  (4 3)  (2 4)  (3 5)]),1,2.0,[2 4][1][3][5],1.0,1000,4,1,0.9282146325985772,9,5,4
0,9.333333333333334,,([0  1  2  3  4  5  6  7  8  9  10  11  12]  [(8 1)  (0 2)  (9 3)  (10 4)  (0 5)  (11 6)  (12 7)]),1.2307692307692308,([0  1  2  3  4  5  6  7  8  9  10  11  12]  [(2 1)  (8 1)  (0 2)  (2 3)  (5 3)  (9 3)  (1 4)  (10 4)  (0 5)  (1 5)  (1 6)  (4 6)  (11 6)  (3 7)  (6 7)  (12 7)]),6,[0][8][9][10][11][12],([1  2  3  4  5  6  7]  [(2 1)  (2 3)  (5 3)  (1 4)  (1 5)  (1 6)  (4 6)  (3 7)  (6 7)]),1,,[2 5][1][3][4][6][7],1.2857142857142858,1000,16,1,0.994239376518234,13,7,5
0,5.333333333333333,2.0,([0  1  2  3  4  5  6]  [(1 0)  (6 2)  (1 3)  (4 5)]),1.0,([0  1  2  3  4  5  6]  [(1 0)  (3 0)  (5 2)  (6 2)  (1 3)  (2 3)  (4 5)]),3,[1][6][4],([0  2  3  5]  [(3 0)  (5 2)  (2 3)]),1,1.0,[0 3][2][5],0.75,1500,10,1,0.9906272108295772,7,4,3
0,11.333333333333334,3.0,([0  1  2  3  4  5  6]  [(5 0)  (6 1)  (2 3)  (2 4)]),1.1428571428571428,([0  1  2  3  4  5  6]  [(5 0)  (3 1)  (4 1)  (6 1)  (0 3)  (2 3)  (0 4)  (2 4)]),3,[5][6][2],([0  1  3  4]  [(3 1)  (4 1)  (0 3)  (0 4)]),1,2.0,[0][1][3 4],1.0,1500,16,1,0.9858539794403638,7,4,3
0,10.0,3.0,([0  1  2  3  4  5]  [(5 1)  (5 2)  (0 3)  (0 4)]),1.1666666666666667,([0  1  2  3  4  5]  [(3 1)  (5 1)  (1 2)  (3 2)  (5 2)  (0 3)  (0 4)]),2,[0][5],([1  2  3  4]  [(3 1)  (1 2)  (3 2)]),1,2.0,[3 4][1 2],0.75,1000,16,1,0.9808092807133516,6,4,3
0,5.0,2.0,([0  1  2  3  4]  [(2 0)  (2 1)  (3 4)]),1.0,([0  1  2  3  4]  [(2 0)  (4 0)  (2 1)  (4 1)  (3 4)]),2,[2][3],([0  1  4]  [(4 0)  (4 1)]),1,1.0,[0 1][4],0.6666666666666666,1000,8,1,0.997316488667262,5,3,3
0,11.833333333333334,3.0,([0  1  2  3  4  5  6  7  8  9  10  11  12]  [(3 0)  (9 1)  (10 2)  (11 5)  (4 6)  (12 7)  (3 8)]),1.3076923076923077,([0  1  2  3  4  5  6  7  8  9  10  11  12]  [(3 0)  (2 1)  (7 1)  (9 1)  (5 2)  (8 2)  (10 2)  (6 5)  (8 5)  (11 5)  (4 6)  (8 6)  (0 7)  (2 7)  (12 7)  (0 8)  (3 8)]),6,[3][9][10][4][11][12],([0  1  2  5  6  7  8]  [(2 1)  (7 1)  (5 2)  (8 2)  (6 5)  (8 5)  (8 6)  (0 7)  (2 7)  (0 8)]),1,2.0,[0 8][1][2][6][5][7],1.4285714285714286,1000,16,1,0.9898216495607342,13,7,5
0,10.0,3.0,([0  1  2  3  4  5  6  7  8]  [(6 0)  (7 1)  (3 2)  (8 4)  (3 5)]),1.2222222222222223,([0  1  2  3  4  5  6  7  8]  [(2 0)  (5 0)  (6 0)  (4 1)  (5 1)  (7 1)  (3 2)  (5 4)  (8 4)  (2 5)  (3 5)]),4,[6][7][3][8],([0  1  2  4  5]  [(2 0)  (5 0)  (4 1)  (5 1)  (5 4)  (2 5)]),1,2.0,[0][1][2 5][4],1.2,1000,16,1,0.991301430175518,9,5,5
0,7.0,3.0,([0  1  2  3  4  5  6  7  8]  [(6 0)  (7 1)  (8 2)  (5 3)  (5 4)]),1.0,([0  1  2  3  4  5  6  7  8]  [(2 0)  (3 0)  (6 0)  (0 1)  (7 1)  (3 2)  (8 2)  (5 3)  (5 4)]),4,[6][7][8][5],([0  1  2  3  4]  [(2 0)  (3 0)  (0 1)  (3 2)]),1,2.0,[0][1][2][3 4],0.8,1000,16,1,0.9973965555417872,9,5,4
0,9.166666666666666,3.0,([0  1  2  3  4  5  6  7  8  9  10  11  12]  [(9 1)  (7 2)  (10 3)  (11 4)  (12 5)  (0 6)  (7 8)]),1.2307692307692308,([0  1  2  3  4  5  6  7  8  9  10  11  12]  [(5 1)  (8 1)  (9 1)  (7 2)  (2 3)  (8 3)  (10 3)  (2 4)  (5 4)  (11 4)  (2 5)  (12 5)  (0 6)  (5 6)  (4 8)  (7 8)]),6,[0][9][7][10][11][12],([1  2  3  4  5  6  8]  [(5 1)  (8 1)  (2 3)  (8 3)  (2 4)  (5 4)  (2 5)  (5 6)  (4 8)]),1,3.0,[6][1][2 8][3][4][5],1.2857142857142858,4000,16,1,0.987484661764808,13,7,5
0,9.6,3.0,([0  1  2  3  4  5  6  7  8  9  10]  [(7 0)  (8 1)  (9 2)  (10 3)  (5 4)  (5 6)]),1.2727272727272727,([0  1  2  3  4  5  6  7  8  9  10]  [(1 0)  (7 0)  (4 1)  (8 1)  (1 2)  (6 2)  (9 2)  (0 3)  (1 3)  (10 3)  (5 4)  (0 6)  (4 6)  (5 6)]),5,[7][8][9][10][5],([0  1  2  3  4  6]  [(1 0)  (4 1)  (1 2)  (6 2)  (0 3)  (1 3)  (0 6)  (4 6)]),1,3.0,[0][1][2][3][4 6],1.3333333333333333,2000,16,1,0.998043446214488,11,6,5
0,12.0,,([0  1  2  3  4  5  6  7  8  9  10  11]  [(4 0)  (9 1)  (6 2)  (4 3)  (6 5)  (10 7)  (11 8)]),1.25,([0  1  2  3  4  5  6  7  8  9  10  11]  [(4 0)  (0 1)  (7 1)  (9 1)  (5 2)  (6 2)  (2 3)  (4 3)  (6 5)  (0 7)  (3 7)  (10 7)  (2 8)  (7 8)  (11 8)]),5,[4][9][6][10][11],([0  1  2  3  5  7  8]  [(0 1)  (7 1)  (5 2)  (2 3)  (0 7)  (3 7)  (2 8)  (7 8)]),1,2.0,[0 3][1][2 5][7][8],1.1428571428571428,1000,16,1,0.990357265851642,12,7,5
0,5.0,2.0,([0  1  2  3  4]  [(1 0)  (4 2)  (1 3)]),1.0,([0  1  2  3  4]  [(1 0)  (2 0)  (4 2)  (0 3)  (1 3)]),2,[1][4],([0  2  3]  [(2 0)  (0 3)]),1,1.0,[0 3][2],0.6666666666666666,1500,8,1,0.9950079586227416,5,3,3
0,10.0,3.0,([0  1  2  3  4  5  6  7  8]  [(6 0)  (4 1)  (4 2)  (7 3)  (8 5)]),1.2222222222222223,([0  1  2  3  4  5  6  7  8]  [(2 0)  (5 0)  (6 0)  (2 1)  (4 1)  (4 2)  (2 3)  (7 3)  (1 5)  (3 5)  (8 5)]),4,[6][4][7][8],([0  1  2  3  5]  [(2 0)  (5 0)  (2 1)  (2 3)  (1 5)  (3 5)]),1,3.0,[0][1 2][3][5],1.2,1000,16,1,0.9966015904828516,9,5,4
0,8.0,3.0,([0  1  2  3  4  5  6]  [(0 1)  (5 2)  (0 3)  (6 4)]),1.1428571428571428,([0  1  2  3  4  5  6]  [(0 1)  (3 2)  (5 2)  (0 3)  (1 3)  (1 4)  (3 4)  (6 4)]),3,[0][5][6],([1  2  3  4]  [(3 2)  (1 3)  (1 4)  (3 4)]),1,2.0,[1 3][2][4],1.0,2000,16,1,0.9854525709133464,7,4,4
0,19.0,3.0,([0  1  2  3  4  5]  [(2 0)  (2 1)  (4 3)  (4 5)]),1.3333333333333333,([0  1  2  3  4  5]  [(2 0)  (2 1)  (3 1)  (0 3)  (4 3)  (0 5)  (1 5)  (4 5)]),2,[2][4],([0  1  3  5]  [(3 1)  (0 3)  (0 5)  (1 5)]),1,2.0,[0 1][3 5],1.0,2000,30,1,0.9977706087807706,6,4,3
0,12.0,3.0,([0  1  2  3  4  5  6]  [(4 0)  (4 1)  (5 2)  (6 3)]),1.2857142857142858,([0  1  2  3  4  5  6]  [(4 0)  (0 1)  (4 1)  (0 2)  (3 2)  (5 2)  (0 3)  (1 3)  (6 3)]),3,[4][5][6],([0  1  2  3]  [(0 1)  (0 2)  (3 2)  (0 3)  (1 3)]),1,2.0,[0 1][2][3],1.25,2000,16,1,0.9975632410646316,7,4,4
0,6.25,3.0,([0  1  2  3  4  5  6  7  8]  [(4 0)  (6 1)  (4 2)  (7 3)  (8 5)]),1.1111111111111112,([0  1  2  3  4  5  6  7  8]  [(4 0)  (0 1)  (5 1)  (6 1)  (4 2)  (2 3)  (7 3)  (0 5)  (2 5)  (8 5)]),4,[4][6][7][8],([0  1  2  3  5]  [(0 1)  (5 1)  (2 3)  (0 5)  (2 5)]),1,2.0,[0 2][1][3][5],1.0,1000,16,1,0.9897476238314012,9,5,4
0,8.0,3.0,([0  1  2  3  4  5  6  7  8  9]  [(0 1)  (8 2)  (4 3)  (9 5)  (4 6)  (0 7)]),1.2,([0  1  2  3  4  5  6  7  8  9]  [(0 1)  (7 1)  (3 2)  (8 2)  (4 3)  (3 5)  (6 5)  (9 5)  (1 6)  (3 6)  (4 6)  (0 7)]),4,[0][8][4][9],([1  2  3  5  6  7]  [(7 1)  (3 2)  (3 5)  (6 5)  (1 6)  (3 6)]),1,2.0,[1 7][2][3 6][5],1.0,1500,16,1,0.9951947161509374,10,6,4
0,5.333333333333333,3.0,([0  1  2  3  4  5  6]  [(0 1)  (0 2)  (5 3)  (6 4)]),1.0,([0  1  2  3  4  5  6]  [(0 1)  (0 2)  (2 3)  (5 3)  (1 4)  (2 4)  (6 4)]),3,[0][5][6],([1  2  3  4]  [(2 3)  (1 4)  (2 4)]),1,2.0,[1 2][3][4],0.75,1000,8,1,0.9983725373989596,7,4,3
0,9.2,3.0,([0  1  2  3  4  5  6  7  8  9  10]  [(2 0)  (7 1)  (8 3)  (2 4)  (9 5)  (10 6)]),1.2727272727272727,([0  1  2  3  4  5  6  7  8  9  10]  [(1 0)  (2 0)  (4 0)  (4 1)  (7 1)  (0 3)  (6 3)  (8 3)  (2 4)  (4 5)  (9 5)  (4 6)  (5 6)  (10 6)]),5,[2][7][8][9][10],([0  1  3  4  5  6]  [(1 0)  (4 0)  (4 1)  (0 3)  (6 3)  (4 5)  (4 6)  (5 6)]),1,2.0,[0 4][1][3][5][6],1.3333333333333333,1000,16,1,0.9960224299335554,11,6,5
0,12.0,3.0,([0  1  2  3  4  5  6  7  8]  [(2 0)  (2 1)  (6 3)  (7 4)  (8 5)]),1.2222222222222223,([0  1  2  3  4  5  6  7  8]  [(2 0)  (2 1)  (3 1)  (4 1)  (4 3)  (6 3)  (0 4)  (7 4)  (0 5)  (1 5)  (8 5)]),4,[2][6][7][8],([0  1  3  4  5]  [(3 1)  (4 1)  (4 3)  (0 4)  (0 5)  (1 5)]),1,2.0,[0 1][3][4][5],1.2,3000,32,1,0.9863494692365924,9,5,4
0,4.0,3.0,([0  1  2  3  4]  [(1 0)  (1 3)  (2 4)]),1.0,([0  1  2  3  4]  [(1 0)  (0 3)  (1 3)  (4 3)  (2 4)]),2,[1][2],([0  3  4]  [(0 3)  (4 3)]),1,2.0,[0 3][4],0.6666666666666666,2000,6,1,0.9892137630137195,5,3,3
0,5.333333333333333,3.0,([0  1  2  3  4  5  6]  [(5 0)  (2 1)  (2 3)  (6 4)]),1.1428571428571428,([0  1  2  3  4  5  6]  [(1 0)  (5 0)  (2 1)  (1 3)  (2 3)  (4 3)  (0 4)  (6 4)]),3,[5][2][6],([0  1  3  4]  [(1 0)  (1 3)  (4 3)  (0 4)]),1,2.0,[0][1 3][4],1.0,1000,8,1,0.9979824268468486,7,4,3
0,4.0,2.0,([0  1  2  3  4  5  6]  [(5 0)  (4 1)  (5 2)  (6 3)]),0.8571428571428571,([0  1  2  3  4  5  6]  [(5 0)  (3 1)  (4 1)  (5 2)  (2 3)  (6 3)]),3,[5][4][6],([0  1  2  3]  [(3 1)  (2 3)]),1,1.0,[0 2][1][3],0.5,1000,4,1,0.9947130363662224,7,4,3
0,5.333333333333333,3.0,([0  1  2  3  4  5  6]  [(4 0)  (5 1)  (6 2)  (4 3)]),1.1428571428571428,([0  1  2  3  4  5  6]  [(1 0)  (3 0)  (4 0)  (3 1)  (5 1)  (0 2)  (6 2)  (4 3)]),3,[4][5][6],([0  1  2  3]  [(1 0)  (3 0)  (3 1)  (0 2)]),1,2.0,[0 3][1][2],1.0,1000,8,1,0.992388783629408,7,4,4
0,4.0,2.0,([0  1  2  3  4]  [(2 0)  (2 3)  (1 4)]),1.0,([0  1  2  3  4]  [(2 0)  (4 0)  (0 3)  (2 3)  (1 4)]),2,[2][1],([0  3  4]  [(4 0)  (0 3)]),1,1.0,[0 3][4],0.6666666666666666,1000,6,1,0.9984783880785004,5,3,3
0,9.6,,([0  1  2  3  4  5  6  7  8  9  10]  [(1 0)  (7 2)  (8 3)  (1 4)  (9 5)  (10 6)]),1.3636363636363635,([0  1  2  3  4  5  6  7  8  9  10]  [(1 0)  (0 2)  (6 2)  (7 2)  (0 3)  (4 3)  (8 3)  (0 4)  (1 4)  (2 5)  (3 5)  (9 5)  (0 6)  (4 6)  (10 6)]),5,[1][7][8][9][10],([0  2  3  4  5  6]  [(0 2)  (6 2)  (0 3)  (4 3)  (0 4)  (2 5)  (3 5)  (0 6)  (4 6)]),1,,[0 4][2][3][5][6],1.5,1500,16,1,0.9854922077430848,11,6,5
0,7.666666666666667,3.0,([0  1  2  3  4  5  6]  [(2 0)  (5 1)  (6 3)  (2 4)]),1.2857142857142858,([0  1  2  3  4  5  6]  [(2 0)  (0 1)  (3 1)  (5 1)  (0 3)  (6 3)  (0 4)  (1 4)  (2 4)]),3,[2][5][6],([0  1  3  4]  [(0 1)  (3 1)  (0 3)  (0 4)  (1 4)]),1,2.0,[0 4][1][3],1.25,1500,16,1,0.9960216771031364,7,4,4
0,5.333333333333333,3.0,([0  1  2  3  4  5  6]  [(5 0)  (6 1)  (3 2)  (3 4)]),1.1428571428571428,([0  1  2  3  4  5  6]  [(1 0)  (5 0)  (2 1)  (4 1)  (6 1)  (3 2)  (2 4)  (3 4)]),3,[5][6][3],([0  1  2  4]  [(1 0)  (2 1)  (4 1)  (2 4)]),1,2.0,[0][1][2 4],1.0,1000,8,1,0.9991521404257724,7,4,4
0,5.0,2.0,([0  1  2  3  4]  [(3 0)  (3 1)  (4 2)]),0.8,([0  1  2  3  4]  [(3 0)  (2 1)  (3 1)  (4 2)]),2,[3][4],([0  1  2]  [(2 1)]),1,1.0,[0 1][2],0.3333333333333333,1000,8,1,0.9922412596434866,5,3,2
0,7.0,3.0,([0  1  2  3  4  5  6  7  8  9  10  11]  [(7 0)  (9 1)  (10 2)  (7 4)  (3 5)  (3 6)  (11 8)]),1.25,([0  1  2  3  4  5  6  7  8  9  10  11]  [(1 0)  (2 0)  (7 0)  (5 1)  (6 1)  (9 1)  (5 2)  (10 2)  (7 4)  (3 5)  (2 6)  (3 6)  (5 6)  (2 8)  (11 8)]),5,[7][9][10][3][11],([0  1  2  4  5  6  8]  [(1 0)  (2 0)  (5 1)  (6 1)  (5 2)  (2 6)  (5 6)  (2 8)]),1,3.0,[0 4][1][2][5 6][8],1.1428571428571428,2000,16,1,0.9846945585915652,12,7,5
0,7.2,3.0,([0  1  2  3  4  5  6  7  8  9  10]  [(7 0)  (8 1)  (2 3)  (9 4)  (2 5)  (10 6)]),1.181818181818182,([0  1  2  3  4  5  6  7  8  9  10]  [(1 0)  (4 0)  (7 0)  (4 1)  (8 1)  (2 3)  (3 4)  (9 4)  (2 5)  (3 5)  (4 5)  (1 6)  (10 6)]),5,[7][8][2][9][10],([0  1  3  4  5  6]  [(1 0)  (4 0)  (4 1)  (3 4)  (3 5)  (4 5)  (1 6)]),1,2.0,[0][1][3 5][4][6],1.1666666666666667,1000,16,1,0.9912680719809214,11,6,5
0,7.666666666666667,3.0,([0  1  2  3  4  5  6]  [(2 0)  (5 1)  (6 3)  (2 4)]),1.2857142857142858,([0  1  2  3  4  5  6]  [(2 0)  (0 1)  (3 1)  (5 1)  (0 3)  (6 3)  (0 4)  (1 4)  (2 4)]),3,[2][5][6],([0  1  3  4]  [(0 1)  (3 1)  (0 3)  (0 4)  (1 4)]),1,2.0,[0 4][1][3],1.25,1500,16,1,0.9960216771031364,7,4,4
0,5.0,3.0,([0  1  2  3  4  5]  [(1 2)  (0 3)  (1 4)  (0 5)]),1.0,([0  1  2  3  4  5]  [(1 2)  (4 2)  (5 2)  (0 3)  (1 4)  (0 5)]),2,[0][1],([2  3  4  5]  [(4 2)  (5 2)]),1,2.0,[3 5][2 4],0.5,2500,6,1,0.9878052044189404,6,4,3
0,5.5,3.0,([0  1  2  3  4  5  6  7  8]  [(2 0)  (2 1)  (6 3)  (7 4)  (8 5)]),1.1111111111111112,([0  1  2  3  4  5  6  7  8]  [(2 0)  (2 1)  (4 1)  (5 3)  (6 3)  (0 4)  (7 4)  (0 5)  (1 5)  (8 5)]),4,[2][6][7][8],([0  1  3  4  5]  [(4 1)  (5 3)  (0 4)  (0 5)  (1 5)]),1,2.0,[0 1][3][4][5],1.0,3500,8,1,0.9967273760220702,9,5,4
0,5.0,2.0,([0  1  2  3  4]  [(1 0)  (4 2)  (1 3)]),1.0,([0  1  2  3  4]  [(1 0)  (2 0)  (4 2)  (0 3)  (1 3)]),2,[1][4],([0  2  3]  [(2 0)  (0 3)]),1,1.0,[0 3][2],0.6666666666666666,1500,8,1,0.9950079586227416,5,3,3
0,10.666666666666666,3.0,([0  1  2  3  4  5  6]  [(5 0)  (4 1)  (4 2)  (6 3)]),1.1428571428571428,([0  1  2  3  4  5  6]  [(1 0)  (5 0)  (4 1)  (0 2)  (3 2)  (4 2)  (0 3)  (6 3)]),3,[5][4][6],([0  1  2  3]  [(1 0)  (0 2)  (3 2)  (0 3)]),1,2.0,[0][1 2][3],1.0,5000,24,1,0.915722422986184,7,4,4
0,11.333333333333334,3.0,([0  1  2  3  4  5  6]  [(5 0)  (6 1)  (2 3)  (2 4)]),1.1428571428571428,([0  1  2  3  4  5  6]  [(5 0)  (3 1)  (4 1)  (6 1)  (0 3)  (2 3)  (0 4)  (2 4)]),3,[5][6][2],([0  1  3  4]  [(3 1)  (4 1)  (0 3)  (0 4)]),1,2.0,[0][1][3 4],1.0,1500,16,1,0.9858539794403638,7,4,3
0,4.5,3.0,([0  1  2  3  4  5  6  7  8]  [(6 0)  (7 1)  (8 2)  (5 3)  (5 4)]),1.1111111111111112,([0  1  2  3  4  5  6  7  8]  [(1 0)  (6 0)  (3 1)  (7 1)  (0 2)  (3 2)  (8 2)  (5 3)  (3 4)  (5 4)]),4,[6][7][8][5],([0  1  2  3  4]  [(1 0)  (3 1)  (0 2)  (3 2)  (3 4)]),1,2.0,[0][1][2][3 4],1.0,1000,8,1,0.997920759151904,9,5,4
0,9.333333333333334,3.0,([0  1  2  3  4  5  6]  [(3 0)  (5 1)  (6 2)  (3 4)]),1.1428571428571428,([0  1  2  3  4  5  6]  [(3 0)  (0 1)  (2 1)  (5 1)  (0 2)  (6 2)  (1 4)  (3 4)]),3,[3][5][6],([0  1  2  4]  [(0 1)  (2 1)  (0 2)  (1 4)]),1,2.0,[0 4][1][2],1.0,2000,16,1,0.989963884751286,7,4,4
0,9.6,3.0,([0  1  2  3  4  5  6  7  8  9  10]  [(8 0)  (5 2)  (1 3)  (9 4)  (10 6)  (1 7)]),1.2727272727272727,([0  1  2  3  4  5  6  7  8  9  10]  [(2 0)  (6 0)  (8 0)  (5 2)  (0 3)  (1 3)  (7 3)  (0 4)  (7 4)  (9 4)  (2 6)  (10 6)  (1 7)  (6 7)]),5,[8][1][5][9][10],([0  2  3  4  6  7]  [(2 0)  (6 0)  (0 3)  (7 3)  (0 4)  (7 4)  (2 6)  (6 7)]),1,2.0,[0][3 7][2][4][6],1.3333333333333333,2000,16,1,0.9934170541602366,11,6,5
0,8.0,3.0,([0  1  2  3  4  5  6]  [(1 0)  (5 2)  (6 3)  (1 4)]),1.1428571428571428,([0  1  2  3  4  5  6]  [(1 0)  (2 0)  (4 2)  (5 2)  (2 3)  (4 3)  (6 3)  (1 4)]),3,[1][5][6],([0  2  3  4]  [(2 0)  (4 2)  (2 3)  (4 3)]),1,2.0,[0 4][2][3],1.0,1500,16,1,0.99709020437959,7,4,4
0,7.0,3.0,([0  1  2  3  4  5  6  7  8]  [(6 0)  (7 1)  (8 2)  (5 3)  (5 4)]),1.0,([0  1  2  3  4  5  6  7  8]  [(2 0)  (3 0)  (6 0)  (0 1)  (7 1)  (3 2)  (8 2)  (5 3)  (5 4)]),4,[6][7][8][5],([0  1  2  3  4]  [(2 0)  (3 0)  (0 1)  (3 2)]),1,2.0,[0][1][2][3 4],0.8,1000,16,1,0.9973965555417872,9,5,4
0,10.333333333333334,3.0,([0  1  2  3  4  5  6  7  8  9  10  11  12]  [(9 1)  (10 2)  (11 3)  (12 4)  (6 5)  (6 7)  (0 8)]),1.3076923076923077,([0  1  2  3  4  5  6  7  8  9  10  11  12]  [(8 1)  (9 1)  (7 2)  (8 2)  (10 2)  (1 3)  (8 3)  (11 3)  (5 4)  (7 4)  (12 4)  (3 5)  (6 5)  (7 5)  (3 7)  (6 7)  (0 8)]),6,[0][9][10][11][12][6],([1  2  3  4  5  7  8]  [(8 1)  (7 2)  (8 2)  (1 3)  (8 3)  (5 4)  (7 4)  (3 5)  (7 5)  (3 7)]),1,2.0,[8][1][2][3][4][5 7],1.4285714285714286,1000,16,1,0.9932574845873432,13,7,5
0,10.5,3.0,([0  1  2  3  4  5  6  7  8]  [(0 1)  (6 2)  (0 3)  (7 4)  (8 5)]),1.3333333333333333,([0  1  2  3  4  5  6  7  8]  [(0 1)  (1 2)  (4 2)  (6 2)  (0 3)  (1 3)  (4 3)  (1 4)  (7 4)  (2 5)  (4 5)  (8 5)]),4,[0][6][7][8],([1  2  3  4  5]  [(1 2)  (4 2)  (1 3)  (4 3)  (1 4)  (2 5)  (4 5)]),1,2.0,[1 3][2][4][5],1.4,1500,16,1,0.9735381104509628,9,5,5
0,12.0,3.0,([0  1  2  3  4  5  6]  [(4 0)  (4 1)  (5 2)  (6 3)]),1.2857142857142858,([0  1  2  3  4  5  6]  [(1 0)  (4 0)  (4 1)  (0 2)  (1 2)  (5 2)  (1 3)  (2 3)  (6 3)]),3,[4][5][6],([0  1  2  3]  [(1 0)  (0 2)  (1 2)  (1 3)  (2 3)]),1,2.0,[0 1][2][3],1.25,1000,16,1,0.9963903577055152,7,4,4
0,6.0,4.0,([0  1  2  3  4  5  6  7  8]  [(3 0)  (3 1)  (6 2)  (7 4)  (8 5)]),1.3333333333333333,([0  1  2  3  4  5  6  7  8]  [(3 0)  (2 1)  (3 1)  (0 2)  (6 2)  (0 4)  (5 4)  (7 4)  (0 5)  (1 5)  (2 5)  (8 5)]),4,[3][6][7][8],([0  1  2  4  5]  [(2 1)  (0 2)  (0 4)  (5 4)  (0 5)  (1 5)  (2 5)]),1,3.0,[0 1][2][4][5],1.4,2000,8,1,0.9837094445635914,9,5,5
